objectid,filename_og,,,,,final file type,,format-CAT,format-almost,format,filename,title,creator,mine,depth,date,description,subject,location,latitude,longitude,source,format original,format_og,type,identifier,language,rights,rightsstatement
cb312,e8fd87e0-1865-4141-a719-e433a7aa7b74.png,e8fd87e0-1865-4141-a719-e433a7aa7b74,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/e8fd87e0-1865-4141-a719-e433a7aa7b74.png,Revolutionary To-Do List,Olivia Puentes Reynolds,,,1972,Materials courtesy of Olivia Puentes Reynolds. A list in Spanish of what the writer wants to accomplish in terms of education and revolutionary goals.,cpmr; Olivia Puentes Reynolds Archive; olivia puentes reynolds; 1970s; 1972; notes; revolution; communism; education; San Diego,,,,Olivia Puentes Reynolds,"8"" by 11""",,personal notes,039OPR080513-005.tif,,Olivia Puentes Reynolds,
cb139,ee370640-6bf7-4e01-ba41-85b9c1be73a0.png,ee370640-6bf7-4e01-ba41-85b9c1be73a0,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/ee370640-6bf7-4e01-ba41-85b9c1be73a0.png,Crowd protesting police brutality in Texas,Nancy de los Santos,,,1977,"Image of protestors at the police brutality march. The police brutality march was held to commemorate Jose Torres who was killed in Houston, TX in 1977",joe torres; jose torres; cpmr; Nancy de los Santos; Nancy de los Santos collection; 1977; 1970s; austin; texas; Photograph; police brutality,,,,Nancy de los Santos,unknown,,black and white photo,1401_0011NDLSR_111014_078,,Nancy de los Santos,
cb302,ef25a01b-541c-4702-8c6f-41f9238f1013.png,ef25a01b-541c-4702-8c6f-41f9238f1013,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/ef25a01b-541c-4702-8c6f-41f9238f1013.png,Photo of Emily Martinez and her husband,Unknown,,,unknown,Emily Martinez and her husband,emily martinez; Martinez archive; cpmr; Anna and Elizabeth; Photograph,,,,Emily Martinez,"3.5""x4.25""",,Photograph,103EM_112513_39.jpg,,Unknown,
cb327,El Clavo SOLART Gallery Poster.png,El Clavo SOLART Gallery Poster,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/El Clavo SOLART Gallery Poster.png,El Clavo SOLART Gallery Poster,John Valadez,,,1980s,Illustrated poster for SOLART Gallery entitled El Clavo. Artwork done by John Valadez.,cpmr; rita sanchez archive; rita sanchez; 1980s; poster; SOLART,,,,Rita Sanchez,"8.5"" x 11""",,Poster,041RS080613-093.tif,,John Valadez,
cb145,f51eb4bf-a734-44b5-ba99-256c98cf8cb3.png,f51eb4bf-a734-44b5-ba99-256c98cf8cb3,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/f51eb4bf-a734-44b5-ba99-256c98cf8cb3.png,"Invitations to ""El Salón"" in Ann Arbor",,,,"January 24th, 1970's exact year unknown","An invitation to an art conversation at El Salón, alternative cafe in Ann Arbor",1970s; alternative cafe; Ana Luisa Cardona; ann arbor; Art; Cardona Archive; cpmr; el salón; invitation; Michigan; raza art and media collective,,,,Ana Luisa Cardona,"ex: 8.5"" by 11""",,Paper Flyer,214AC_111215_001_k.tif,,,
cb157,fc3fc370-2ef9-46ec-a3c0-f73854cd1faa.png,fc3fc370-2ef9-46ec-a3c0-f73854cd1faa,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/fc3fc370-2ef9-46ec-a3c0-f73854cd1faa.png,National Council of La Raza Certificate of Affiliation with DHDC 2006,N/A,N/A,,2006,"The National Council of La Raza presented Detroit Hispanic Development Corporation-a non profit organization founded by Angela Reyes,CEO-with a certificate of affiliation for the organization's commitment to the empowerment of the Hispanic community of Southwest Detroit.",Angela Reyes; 2006; National Council of La Raza; NCLR; Certificate of Affiliation; Detroit Hispanic Development Corporation; DHDC; Southwest Detroit; Janet Murguia,,,,Angela Reyes,N/A,,award,215AR_110815007.jpg,,N/A,
cb225,fe649106-a72b-4bc7-93b1-bbba29d06a3a.png,fe649106-a72b-4bc7-93b1-bbba29d06a3a,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/fe649106-a72b-4bc7-93b1-bbba29d06a3a.png,Arellanes Buttons and Newspaper Clippings,Material courtesy of Gloria Arellanes Papers at CSU-LA,Unknown,,"1960s, 1970s","La Causa, Poor People's March, etc.",Gloria Arellanes; Chicano Moratorium; Francisco Ramos; Poor People's March; Che,,,,Gloria Arellanes,Unknown,,Buttons and Newspaper,patch_buttons.tif,,Material courtesy of Gloria Arellanes Papers at CSU-LA,
cb231,fe673e97-7cb9-41e1-b58b-b97a41cb4933.png,fe673e97-7cb9-41e1-b58b-b97a41cb4933,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/fe673e97-7cb9-41e1-b58b-b97a41cb4933.png,Join Las Adelitas de Aztlan Flyer,Material courtesy of Gloria Arellanes Papers at CSU-LA,Unknown,,2/22/1970,Join Las Adelitas de Aztlan Flyer- handwritten,Gloria Arellanes; flyer; Las Adelitas de Aztlan,,,,Gloria Arellanes,Unknown,,Flyer,b1_f5_chicanas.pdf,,Material courtesy of Gloria Arellanes Papers at CSU-LA,
cb283,ffcdb11c-a0e4-4703-b29f-60f92ff9da8f.png,ffcdb11c-a0e4-4703-b29f-60f92ff9da8f,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/ffcdb11c-a0e4-4703-b29f-60f92ff9da8f.png,It Is a Class Struggle Poster,Unknown,,,1970s,"A brightly-colored poster that reads, It Is a Class Struggle.",cpmr; Sonia Lopez archive; sonia lopez; poster; 1970s; social class; it is a class struggle,,,,Sonia Lopez,"10"" x 14""",,Poster,201LCG_112614_190.tif,,Unknown,
cb332,float.png,float,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/float.png,Float,Maria Seiferle,,,?,A float picture we are uploading,enriqueta chavez,,,,Enriqueta Chavez,"5""x5""",,photo,123131,,Maria Seiferle,
cb334,floatwork.png,floatwork,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/floatwork.png,"Men Working On a Parked, Decorated Truck - Photo",Unknown,Appears courtesy of Enriqueta Chavez.,,1972 (?),"Photo of two men working on a truck decorated in red, green, and white. Beside the truck, a little girl in a pink dress dances.",1970s; 1972; chavez archive; cpmr; crystal city; enriqueta chavez; la raza unida party; march; men; parade; truck; youth,,,,Enriqueta Chavez,"4""x4""",,Color Photo,034EC080113-016.tiff,,Unknown,
cb277,frank talk around the plaza.png,frank talk around the plaza,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/frank talk around the plaza.png,“Frank Talk Around the Plaza” Newspaper Article,Unknown,Carmen Tafolla,,2014-05-13,Announcement of a talk give by Carmen Tafolla as director of the Mexican American studies program.,Carmen tafolla; san antonio light; 1975; Tafolla archive,,,,Carmen Tafolla,Unknown,,image/tiff,203CT_042514_002.tiff,,Unknown,
cb107,gallery_xlarge.jpg,gallery_xlarge,jpg,,,jpg,,image/jpg,image/jpg,image/jpg,https://cpmrark.reclaim.hosting/images/records/gallery_xlarge.jpg,Talk at University of the Incarnate Word,John Davenport,San Antonio Express-News,,"October 5, 2015",n/a,,,,,Sister Yolanda Tarango,8x10,,Photograph,n/a,,John Davenport,
cb110,girl in window.png,girl in window,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/girl in window.png,"Girl sitting in a window sill, Chicago",Nancy Del Los Santos,Nancy De Los Santos,,,Black and White Photograph of a girl sitting on a window sill,Nancy de los Santos collection; Nancy de los Santos; 1960s; cpmr; photo.,,,,Nancy de los Santos,"ex: 8.5"" by 11""",,photograph,1401_0011NDLSR_111114_185,,Nancy Del Los Santos,
cb220,hhh.png,hhh,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/hhh.png,Viva HHH Muskie Button,Unknown,,,2013-12-23,Viva HHH Muskie Button,Oral history; 1968; button; cpmr; edmund muskie; hubert h humphrey; maria guadiana; presidential candidate,,,,Maria Guadiana,2112x2112,,Image,104MG_120713_008.tiff,,Unknown,
cb079,home-depot-maria.jpg,home-depot-maria,jpg,,,jpg,,image/jpg,image/jpg,image/jpg,https://cpmrark.reclaim.hosting/images/records/home-depot-maria.jpg,"Maria Jimenez speaks at a press conference in front of Houston Home Depot, denounces crack-down on day laborers’ constitutional rights to seek work in public areas, October 2007",Denise Gomez,"Houston History website article, ""A Life of Activism: Maria Jimenez,"" by Denise Gomez. (https://houstonhistorymagazine.org/2015/07/a-life-of-activism-maria-jimenez/)",,2007,"""Maria Jimenez speaks at a press conference in front of the Home Depot on Bellaire and Beltway 8 to denounce a crack-down on day laborers’ constitutional rights to seek work in public areas in October 2007."" -- from Houston History website article, ""A Life of Activism: Maria Jimenez,"" by Denise Gomez. (https://houstonhistorymagazine.org/2015/07/a-life-of-activism-maria-jimenez/)",n/a,,,,Maria Jimenez,n/a,,photograph,n/a,,Denise Gomez,
cb275,honduras relief.png,honduras relief,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/honduras relief.png,Photo from newspaper: “Disaster aid gathered”,Unknown,Carmen Tafolla,,2014-05-13,Carmen Tafolla and the rest of the Mexican American studies center was featured in the newspaper for gathering aid for Honduras hurricane victims,Carmen tafolla; Tafolla archive; honduras,,,,Carmen Tafolla,unknown,,image/tiff,203CT_042514_027.tiff,,Unknown,
cb219,honoringour.png,honoringour,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/honoringour.png,Honoring Our Founders of the Center of Chicano-Boricua Studies Button,Unknown,,,2013-12-23,Honoring Our Founders of the Center of Chicano-Boricua Studies Button,Oral history; 2006; button; chicano boricua studies; Chicano-Boricua Studies; cpmr; guadiana archive; latino en marcha; maria guadiana; monteith college; Wayne State University,,,,Maria Guadiana,2112x2112,,Image,104MG_120713_006.tiff,,Unknown,
cb282,houston post article .png,houston post article ,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/houston post article .png,“Upbringing spurs poet by accident to be pugnacious”: Houston Post Newspaper Article,Richard Vara,Carmen Tafolla,,2014-08-25,"Newspaper article about Carmen Tafolla, a short feature about her life/upbringing, her work, and her accomplishments.",Carmen tafolla; Houston; Houston post; Richard vara; Tafolla archive,,,,Carmen Tafolla,Unknown,,application/pdf,203_CT_060214_002.pdf,,Richard Vara,
cb087,imageedit_17_6178560104.png,imageedit_17_6178560104,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/imageedit_17_6178560104.png,"Faculty Headshot, Dr. Keta Miranda, Associate Professor in Mexican American Studies at the University of Texas at San Antonio",N/A,University of Texas San Antonio website (http://education.utsa.edu/faculty/profile/marie.miranda@utsa.edu),,n/a,n/a,n/a,,,,"Marie ""Keta"" Miranda",n/a,,photograph,n/a,,N/A,
cb086,imageedit_19_5575884118.png,imageedit_19_5575884118,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/imageedit_19_5575884118.png,"Homegirls in the Public Sphere, by Keta Miranda",Marie,University of Texas Press website (https://utpress.utexas.edu/books/mirhom),,n/a,"""Marie “Keta” Miranda presents the results of an ethnographic collaboration with Chicana gang members, in which they contest popular and academic representations of Chicana/o youth and also construct their own narratives of self identity through a documentary film.""",n/a,,,,"Marie ""Keta"" Miranda",n/a,,book,n/a,,Marie,
cb085,imageedit_21_4669213507.png,imageedit_21_4669213507,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/imageedit_21_4669213507.png,"State of Xicana/o Studies panel, Palo Alto College",N/A,San Antonio Current website (https://www.sacurrent.com/ArtSlut/archives/2013/09/25/10-free-events-happening-in-san-antonio-this-week-9-23-9-29),,"September 27, 2013",State of Xicana/o Studies panel at Palo Alto College. Dr. Keta Miranda is a featured panelist (right-hand side).,n/a,,,,"Marie ""Keta"" Miranda",n/a,,n/a,n/a,,N/A,
cb084,imageedit_25_9062681682.png,imageedit_25_9062681682,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/imageedit_25_9062681682.png,"""ERA's Legacy Calls for Intersectionality in Words and Action,"" Marie Keta Miranda, Women's Studies Quarterly Vol. 43, No. 3/4",Marie,Women's Studies Quarterly website via JSTOR (https://www-jstor-org.proxy.lib.umich.edu/stable/43958576?pq-origsite=summon&seq=1#metadata_info_tab_contents),,n/a,"Dr. Keta Miranda's article in Women's Studies Quarterly Vol. 43, No. 3/4, THE 1970s (FALL/WINTER 2015), pp. 287-290",n/a,,,,"Marie ""Keta"" Miranda",8.5x11,,n/a,n/a,,Marie,
cb078,imageedit_27_4619711130.png,imageedit_27_4619711130,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/imageedit_27_4619711130.png,Maria Jimenez at South Texas Human Rights Center Water Stations project,Denise Gomez,"Houston History website article, ""A Life of Activism: Maria Jimenez,"" by Denise Gomez. (https://houstonhistorymagazine.org/2015/07/a-life-of-activism-maria-jimenez/)",,n/a,"""Maria Jimenez participated in the South Texas Human Rights Center Water Stations project, replenishing water stations to prevent migrant deaths due to exposure and dehydration. Shown at left with Maria in April 2014 is Eddie Canales, director of the STHRC, and center, Pedro Blandon, a paralegal with the Texas Civil Rights Project."" -- From Houston History website article, ""A Life of Activism: Maria Jimenez,"" by Denise Gomez.",n/a,,,,Maria Jimenez,n/a,,photograph,n/a,,Denise Gomez,
cb166,IMG_1979 (800x600).jpg,IMG_1979 (800x600),jpg,,,jpg,,image/jpg,image/jpg,image/jpg,https://cpmrark.reclaim.hosting/images/records/IMG_1979 (800x600).jpg,Picture of Muniz '74 Sewing Kit,Unknown,Juana Gonzales,,1974,Juana Gonzales's Muniz '74 sewing kit.,juana Gonzales; juana gonzales collection; cpmr; tdkdsr; 1974; 1970s; Muniz,,,,Juana Gonzales,Unknown,,Photograph,216JG_112115_0051.JPG,,Unknown,
cb080,IMG_8040.jpg,IMG_8040,jpg,,,jpg,,image/jpg,image/jpg,image/jpg,https://cpmrark.reclaim.hosting/images/records/IMG_8040.jpg,Maria Jimenez speaks to May Day 2012 crowd,Denise Gomez,"Houston History website article, ""A Life of Activism: Maria Jimenez,"" by Denise Gomez. (https://houstonhistorymagazine.org/2015/07/a-life-of-activism-maria-jimenez/)",,2012,"""Maria Jimenez speaks to the crowd gathered at a march on May Day 2012 after carrying the Antorcha Guadalupana, the torch for immigrant rights and dignity."" -- From Houston History website article, ""A Life of Activism: Maria Jimenez,"" by Denise Gomez. (https://houstonhistorymagazine.org/2015/07/a-life-of-activism-maria-jimenez/)",n/a,,,,Maria Jimenez,n/a,,photograph,n/a,,Denise Gomez,
cb083,IWFR-Houston-081-300x225.png,IWFR-Houston-081-300x225,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/IWFR-Houston-081-300x225.png,"Photograph of Maria Jimenez, by Denise Gomez",Denise Gomez,"Houston History website article, ""A Life of Activism: Maria Jimenez,"" by Denise Gomez. (https://houstonhistorymagazine.org/2015/07/a-life-of-activism-maria-jimenez/)",,n/a,"Photograph of Maria Jimenez, by Denise Gomez from Houston History website article, ""A Life of Activism: Maria Jimenez,"" by Denise Gomez. (https://houstonhistorymagazine.org/2015/07/a-life-of-activism-maria-jimenez/)",n/a,,,,Maria Jimenez,n/a,,photograph,n/a,,Denise Gomez,
cb081,IWFR-Houston-294.jpg,IWFR-Houston-294,jpg,,,jpg,,image/jpg,image/jpg,image/jpg,https://cpmrark.reclaim.hosting/images/records/IWFR-Houston-294.jpg,"Maria Jimenez speaks to 4000 persons at post-Immigrant Workers Freedom Ride rally, September 2003.",Denise Gomez,"Houston History website article, ""A Life of Activism: Maria Jimenez,"" by Denise Gomez. (https://houstonhistorymagazine.org/2015/07/a-life-of-activism-maria-jimenez/)",,n/a,"""Maria Jimenez speaks to 4000 persons at a pick-up truck rally after marching through a suburb of Atlanta, Georgia during the Immigrant Workers Freedom Ride in September 2003."" -- From Houston History website article, ""A Life of Activism: Maria Jimenez,"" by Denise Gomez. (https://houstonhistorymagazine.org/2015/07/a-life-of-activism-maria-jimenez/)",n/a,,,,Maria Jimenez,n/a,,photograph,n/a,,Denise Gomez,
