objectid,title,creator,creator_title,date,description,subject,type,format,language,identifier,filename_og,display_template,image_large,image_small,image_thumb,object location,collection,location,latitude,longitude,source,format original,type-og,identifier-og,language,rights,rightsstatement
cb308,Photo of Maria Garcia Ybarra and two of Emily’s siblings,Unknown,,unknown,Emily's mother Maria Garcia Ybarra and two of Emily's younger siblings playing in the snow in Michigan.,emily martinez; Martinez archive;  Anna and Elizabeth; Photograph; Maria Garcia Ybarra; 1960s; 1962; Michigan,Image;Stillimage,image/png,,a23b122ca07c4646aed67d727311527d.png,a23b122c-a07c-4646-aed6-7d727311527d.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/a23b122ca07c4646aed67d727311527d.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/a23b122ca07c4646aed67d727311527d.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/a23b122ca07c4646aed67d727311527d.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/a23b122ca07c4646aed67d727311527d.png,,,,,Emily Martinez,"3.5""x3.5""",Photograph,103EM_112513_18.jpg,,Unknown,
cb160,Wayne State University Center for Chicano-Boricua Studies Community Service Award 2007,N/A,,200,Waynes State University Center for Chicano-Boricua Studies presented Angela Reyes with their Community Service award in recognition of her work with empowering the Hispanic youth of Southwest Detroit to pursue higher education.,Angela Reyes; 2007; Wayne State University; WSU; Center for Chicano Boricua Studies; Detroit Hispanic Development Corporation; DHDC; Southwest Detroit,Image;Stillimage,image/png,,a34c96ff7e544f4f85b1cad74de06013.png,a34c96ff-7e54-4f4f-85b1-cad74de06013.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/a34c96ff7e544f4f85b1cad74de06013.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/a34c96ff7e544f4f85b1cad74de06013.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/a34c96ff7e544f4f85b1cad74de06013.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/a34c96ff7e544f4f85b1cad74de06013.png,N/A,,,,Angela Reyes,N/A,award,215AR_110815008.jpg,,N/A,
cb201,Farm Worker protest flyer,,,,A vibrant flyer advocating that consumers don't buy lettuce and grapes not picked by unionized workers,united farm workers; boycott on lettuce; boycott on grapes,Image;Stillimage,image/png,,a57b6a530d5a4bcf8da43d8e7778e178.png,a57b6a53-0d5a-4bcf-8da4-3d8e7778e178.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/a57b6a530d5a4bcf8da43d8e7778e178.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/a57b6a530d5a4bcf8da43d8e7778e178.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/a57b6a530d5a4bcf8da43d8e7778e178.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/a57b6a530d5a4bcf8da43d8e7778e178.png,,,,,Yolanda Alaniz,1628x2133,Image,,,,
cb159,Detroit Board of Education Community Service Award 1993,N/A,,1993,Angela Reyes was awarded the Community Service Award from the Detroit City Board of Education for her commitment to gang violence prevention.,Angela Reyes; 1993; Community Service Award; Detroit City Board of Education; DPS; Southwest Detroit,Image;Stillimage,image/png,,a582e9b633af4535b31338a242423875.png,a582e9b6-33af-4535-b313-38a242423875.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/a582e9b633af4535b31338a242423875.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/a582e9b633af4535b31338a242423875.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/a582e9b633af4535b31338a242423875.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/a582e9b633af4535b31338a242423875.png,N/A,,,,Angela Reyes,N/A,award,215AR_110815003.jpg,,N/A,
cb142,Crowd at police brutality protest,Nancy de los Santos,,1977,"Image of protestors against police brutality. Jose Torres who was killed in Houston, TX in 1977",joe torres; Nancy de los Santos; Nancy de los Santos collection; Photograph; police brutality; 1977;  1970s; jose torres; austin; texas,Image;Stillimage,image/png,,a9b79494e14e485ca6ef0afe40ebb5e6.png,a9b79494-e14e-485c-a6ef-0afe40ebb5e6.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/a9b79494e14e485ca6ef0afe40ebb5e6.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/a9b79494e14e485ca6ef0afe40ebb5e6.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/a9b79494e14e485ca6ef0afe40ebb5e6.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/a9b79494e14e485ca6ef0afe40ebb5e6.png,,,,,Nancy de los Santos,unknown,black and white photo,1401_0011NDLSR_111014_079,,Nancy de los Santos,
cb330,Acevedo Mestizaje Complete Flyer,Unknown,,5/9/1986,An Acevedo flyer for mestizaje event., rita sanchez archive; rita sanchez; 1980s; 1986; acevedo gallery; mestizaje,Image;Stillimage,image/png,,acevedomestizajecompleteflyer.png,Acevedo Mestizaje Complete Flyer .png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/acevedomestizajecompleteflyer.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/acevedomestizajecompleteflyer.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/acevedomestizajecompleteflyer.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/acevedomestizajecompleteflyer.png,,,,,Rita Sanchez,"4"" x 6""",Poster,,,Unknown,
cb272,Anna Nieto Gomez and son Emilio at 1976 tenure battle support rally,Unknown,,1976,Anna Nieto Gomez and son Emilio at 1976 tenure battle support rally at California State-Northridge,Anna Nieto Gomez; Anna Nieto Gomez tenure battle; California State-Northridge; 1976; 1970s; 35 mm transparency,Image;Stillimage,image/png,,annanietogomezandsonemilioat1976tenurebattlesupportrally.png,Anna Nieto Gomez and son Emilio at 1976 tenure battle support rally.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/annanietogomezandsonemilioat1976tenurebattlesupportrally.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/annanietogomezandsonemilioat1976tenurebattlesupportrally.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/annanietogomezandsonemilioat1976tenurebattlesupportrally.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/annanietogomezandsonemilioat1976tenurebattlesupportrally.png,unknown,,,,Anna NietoGomez,"2""x2""",35 mm transparency,006ANG_111214_040,,Unknown,
cb271,"Anna Nieto Gomez at UCLA, Image I, 1974",Unknown,,1976,"Anna Nieto Gomez at UCLA, 1974",Anna Nieto Gomez; 35 mm transparency; 1970s; 1974,Image;Stillimage,image/png,,"annanietogomezatucla,imagei,1974.png","Anna Nieto Gomez at UCLA, Image I, 1974.png",image,"https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/annanietogomezatucla,imagei,1974.png","https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/annanietogomezatucla,imagei,1974.png","https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/annanietogomezatucla,imagei,1974.png","https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/annanietogomezatucla,imagei,1974.png",unknown,,,,Anna NietoGomez,"2""x2""",35 mm transparency,006ANG_111214_061,,Unknown,
cb001,Anna NietoGomez Outside,,,1/17/2018,"A young Anna Nietogomez outside, looking directly at the camera",Anna NietoGomez; JA; Anna NietoGomez collection; 35 mm transparency; ,Image;Stillimage,image/png,,annanietogomezoutside.png,Anna Nietogomez Outside.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/annanietogomezoutside.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/annanietogomezoutside.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/annanietogomezoutside.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/annanietogomezoutside.png,Anna NietoGomez Collection,,,,Anna NietoGomez,8 x 12,photo,006ANG_111214_012,,,
cb280,“Artist Shines” Newspaper Article about Carmen Tafolla,Sharon Anthony,,5/13/2014,,Carmen tafolla; Tafolla archive; artist shines,Image;Stillimage,image/png,,artistshinesarticle.png,artist shines article.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/artistshinesarticle.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/artistshinesarticle.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/artistshinesarticle.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/artistshinesarticle.png,Carmen Tafolla,,,,Carmen Tafolla,Unknown,image/tiff,203CT_042514_003.tiff,,Sharon Anthony,
cb297,Elena Herrada and Sister Therese Hoffman,Unknown,,1980's or 1990's,"A Photograph of Elena Herrada and Sister Therese Hoffman, with ""Farmworker's Warrior"" written on the back.",elena herrada;  Herrada Archive; Tina and Jasmine; UFW; AFL/CIO; Farmworkers; Sister Therese Hoffman; 1990's,Image;Stillimage,image/png,,b0f9e18e53374c3594a8b2ac6ddc1f1f.png,b0f9e18e-5337-4c35-94a8-b2ac6ddc1f1f.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/b0f9e18e53374c3594a8b2ac6ddc1f1f.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/b0f9e18e53374c3594a8b2ac6ddc1f1f.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/b0f9e18e53374c3594a8b2ac6ddc1f1f.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/b0f9e18e53374c3594a8b2ac6ddc1f1f.png,,,,,,"5""x7""",photograph,101EH_010113_21_a.tif,,Unknown,
cb317,Handwritten Prayer Song,Olivia Puentes Reynolds,,1960s,"A song or poem about a loving God, written in pencil.", Olivia Puentes Reynolds Archive; olivia puentes reynolds; 1960s; prayer; song; poem,Image;Stillimage,image/png,,b2bea4a50d1d4d5680cf60481103080d.png,b2bea4a5-0d1d-4d56-80cf-60481103080d.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/b2bea4a50d1d4d5680cf60481103080d.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/b2bea4a50d1d4d5680cf60481103080d.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/b2bea4a50d1d4d5680cf60481103080d.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/b2bea4a50d1d4d5680cf60481103080d.png,,,,,Olivia Puentes Reynolds,"7"" by 4""",song,039OPR080513-002.tif,,Olivia Puentes Reynolds,
cb285,Woman and Child Painting,Unknown,,unknown,A painting of a woman kissing the forehead of a baby., Sonia Lopez archive; sonia lopez; artwork,Image;Stillimage,image/png,,b3e3badc9c894e04866c732ceaf46b16.png,b3e3badc-9c89-4e04-866c-732ceaf46b16.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/b3e3badc9c894e04866c732ceaf46b16.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/b3e3badc9c894e04866c732ceaf46b16.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/b3e3badc9c894e04866c732ceaf46b16.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/b3e3badc9c894e04866c732ceaf46b16.png,,,,,Sonia Lopez,"6"" x 8""",Art,DSC_2752.JPG,,Unknown,
cb316,Poetry of Chicano Students,Olivia Puentes Reynolds,,unknown,Pages 22 and 23 of a booklet featuring several poems by students in high school and college., Olivia Puentes Reynolds Archive; olivia puentes reynolds; 1970s; teatro frontera; booklet; poetry; San Diego State College; SDSC,Image;Stillimage,image/png,,b6544bdb866d4a8f999fcf2dc2fca5b6.png,b6544bdb-866d-4a8f-999f-cf2dc2fca5b6.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/b6544bdb866d4a8f999fcf2dc2fca5b6.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/b6544bdb866d4a8f999fcf2dc2fca5b6.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/b6544bdb866d4a8f999fcf2dc2fca5b6.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/b6544bdb866d4a8f999fcf2dc2fca5b6.png,,,,,Olivia Puentes Reynolds,"8.5"" x 22""",booklet,039OPR080513-027.tif,,Olivia Puentes Reynolds,
cb296,Email to CPR Detroit,Elena Herrada,,6/27/2003,"e-mail from Elena Herrada to CPR Detroit about Chicano-Boricua Studies director 2003, p.1",elena herrada;  Herrada Archive; Grace and Ari; e-mail; 2003; Chicano-Boricua Studies,Image;Stillimage,image/png,,b6ed73b1281140c7a7fbcfbb7a381776.png,b6ed73b1-2811-40c7-a7fb-cfbb7a381776.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/b6ed73b1281140c7a7fbcfbb7a381776.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/b6ed73b1281140c7a7fbcfbb7a381776.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/b6ed73b1281140c7a7fbcfbb7a381776.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/b6ed73b1281140c7a7fbcfbb7a381776.png,,,,,Elena Herrada,"8.5""x11""",email,EH101_120413_008_a.tif,,Elena Herrada,
cb295,Elena photograph,Unknown,,2002,"Elena M. Herrada at her desk at Local 1064 offices in Southfield, Michigan, spring 2002; she's about to turn age 45",elena herrada;  Herrada Archive; Grace and Ari; 2002; Photograph,Image;Stillimage,image/png,,b8e9a8cbf1a94fb99446935e3cb4dc01.png,b8e9a8cb-f1a9-4fb9-9446-935e3cb4dc01.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/b8e9a8cbf1a94fb99446935e3cb4dc01.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/b8e9a8cbf1a94fb99446935e3cb4dc01.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/b8e9a8cbf1a94fb99446935e3cb4dc01.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/b8e9a8cbf1a94fb99446935e3cb4dc01.png,,,,,Elena Herrada,"5""x7""",Photograph,EH101_112213_005.tif,,Unknown,
cb245,Barbara Carrasco Marina Girl Scouts Photograph,Unknown,,1967,Black-and-white portrait of Barbara Carrasco's Marina Girl Scouts troop in 1967,Barbara Carrasco; Photograph; 1967; 1960s; Marina Girl Scouts; Carrasco Archive; BE; ,Image;Stillimage,image/png,,ba403c65a56b4eb79a373940274209eb.png,ba403c65-a56b-4eb7-9a37-3940274209eb.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/ba403c65a56b4eb79a373940274209eb.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/ba403c65a56b4eb79a373940274209eb.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/ba403c65a56b4eb79a373940274209eb.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/ba403c65a56b4eb79a373940274209eb.png,Barbara Carrasco,,,,Barbara Carrasco,Unknown,Photograph,bc-girlscout67a,,Unknown,
cb307,Photo of Martinez’s First House,Unknown,,unknown,"Photo of Emily Martinez and her husband's first house, located in Blissfield, Michigan. The back of the photo includes the house address.", emily martinez; Martinez archive; Emily Martinez collection; blissfield,Image;Stillimage,image/png,,bacee36c2f714d10b1be5a1ec1039d7c.png,bacee36c-2f71-4d10-b1be-5a1ec1039d7c.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/bacee36c2f714d10b1be5a1ec1039d7c.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/bacee36c2f714d10b1be5a1ec1039d7c.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/bacee36c2f714d10b1be5a1ec1039d7c.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/bacee36c2f714d10b1be5a1ec1039d7c.png,,,,,Emily Martinez,2 pages,Photograph,convertedEM4.pdf,,Unknown,
cb235,Barbara Carrasco Mid-Career Survey Exhibition Event Program,Vincent Price Arts Museum,,2/9/08-5/1/08,"Barbara Carrasco Mid-Career Survey Exhibition Event Program including list of artwork on display at Vincent Price Art Museum 2/9/08 to 5/1/08, selected exhibitions, murals, and bibliography",Barbara Carrasco; Event Program; Vincent Price Arts Museum; East Los Angeles College; 2008; 2000s; Carrasco Archive;  Carrasco art; BE,Image;Stillimage,image/PNG,,bcb.png,bcb.PNG,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/bcb.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/bcb.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/bcb.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/bcb.png,Barbara Carrasco,,,,Barbara Carrasco,"8.5"" x 11""",Event Program,042BC_111014_004_a,,Vincent Price Arts Museum,
cb315,I Am Joaquin Poem,,,,A copy of I Am Joaquin taped on the first page of a booklet.,olivia puentes reynolds,Image;Stillimage,image/png,,bd3e9e4d40da469d999d15c581a93bd6.png,bd3e9e4d-40da-469d-999d-15c581a93bd6.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/bd3e9e4d40da469d999d15c581a93bd6.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/bd3e9e4d40da469d999d15c581a93bd6.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/bd3e9e4d40da469d999d15c581a93bd6.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/bd3e9e4d40da469d999d15c581a93bd6.png,,,,,,,,,,,
cb281,Flyer for Bethany College Distinguished Lecture Series,Unknown,,8/25/2014,Flyer advertising Carmen Tafolla's presentations/lectures at Bethany College as part of a Distinguished Lecturer Series; March 14-15 1979.,1980s; 1983; Carmen tafolla; invitation; poetry reading; 1979; Tafolla archive,Image;Stillimage,image/png,,bethanycollegeflyer.png,bethany college flyer.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/bethanycollegeflyer.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/bethanycollegeflyer.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/bethanycollegeflyer.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/bethanycollegeflyer.png,Carmen Tafolla,,,,Carmen Tafolla,Unknown,image/jpeg,203_CT_060214_003.jpg,,Unknown,
cb138,"José Angel Gutiérrez, speaking at protest at State Capital, Austin",Nancy de los Santos,,1977,"Image of Angel Gutierrez speaking at State Capital. Possibly at a protest over police brutality incident. Jose Torres who ws killed in Houston, TX in 1977",joe torres; jose torres; Nancy de los Santos; Nancy de los Santos collection;  1970s; 1977; police brutality; Photograph; jose angel gutierrez; austin; texas; raza unida party tejas; RUP,Image;Stillimage,image/png,,bfeddc56576a4fc3bebb7b80337399a3.png,bfeddc56-576a-4fc3-bebb-7b80337399a3.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/bfeddc56576a4fc3bebb7b80337399a3.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/bfeddc56576a4fc3bebb7b80337399a3.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/bfeddc56576a4fc3bebb7b80337399a3.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/bfeddc56576a4fc3bebb7b80337399a3.png,,,,,Nancy de los Santos,unknown,black and white photo,1401_0011NDLSR_111014_081,,Nancy de los Santos,
