objectid,filename_og,title,creator,creator_title,date,date_og,description,subject,type,format,language,identifier,base name,extension,overfow1,overflow2,display_template,base url,image_small,image_thumb,object_location,collection,location,latitude,longitude,source,format original,type-og,identifier-og,language,rights,rightsstatement,image_alt_text
cb170,216JG_112115_0011 (595x800).jpg,"Letter to Juana Gonzales from Jesse Gonzales, 1974",Jesse Gonzales,,1974,1974,Letter from Jesse Gonzales to Juana Gonzales in 1974.,juana Gonzales; juana gonzales collection;  tdkdsr; Letter; jesse gonzales; 1974; 1970s,Image;Stillimage,image/jpg,,216jg1121150011(595x800).jpg,216jg1121150011(595x800),jpg,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/216jg1121150011(595x800)_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/216jg1121150011(595x800)_th.jpg,https://cpmrark.reclaim.hosting/objects/216jg1121150011(595x800).jpg,Juana Gonzales,,,,Juana Gonzales,"7.5""x10""",Letter,216JG_112115_0011.jpg,,Jesse Gonzales,,Letter from Jesse Gonzales to Juana Gonzales in 1974.
cb091,,Letter to Lucy Lopez: Chicana Conference by Clarement Colleges,Martha Cotera,,1974-10-31,10/31/1974,"Clarement Colleges is hosting the National Chicana Conference, and writes to Martha in thanks and with a timeline for the organizational steps.",Evey Chapa; Martha Cotera; Claremont Colleges; 1970s; National Chicana Conference; Lucy Lopez; Chicana Research and Learning Center; CRLC;  Martha Cotera archive; 1974,Image;Stillimage,application/pdf,,cb091.pdf,cb091,pdf,,,pdf,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/cb091_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/cb091_th.jpg,https://cpmrark.reclaim.hosting/objects/cb091.pdf,n/a,,,,,8.5x11,Correspondence,AR-M620N_20091028_143856.pdf,,Martha Cotera,,"Clarement Colleges is hosting the National Chicana Conference, and writes to Martha in thanks and with a timeline for the organizational steps."
cb008,500_OHR_06232022_048.png,Liz Hidalgo de la Riva on horseback,Unknown,,1980s,1980s,"Digital photograph of a printed photograph showing Liz riding a horse she befriended named Slim while serving as a ranger at King's Canyon National Park. Liz was an expert horserider, learning tricks, and how to fight fires during the three summers she worked as a ranger.", de la Riva Family Archive; Chicano; california; Mexican American; Gay; Queer; Lesbian; Osa Hidalgo de la Riva; King's Canyon; mountee; National Parks Service; Park Ranger; horse; horserider; Yosemite; firefighting; 1980s,Image;Stillimage,image/png,,500ohr06232022048.png,500ohr06232022048,png,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/500ohr06232022048_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/500ohr06232022048_th.jpg,https://cpmrark.reclaim.hosting/objects/500ohr06232022048.png,Osa Hidalgo de la Riva,,,,Osa Hidalgo de la Riva,"4""x6""",photograph,500_OHR_06232022_048,,Unknown,,"Digital photograph of a printed photograph showing Liz riding a horse she befriended named Slim while serving as a ranger at King's Canyon National Park. Liz was an expert horserider, learning tricks, and how to fight fires during the three summers she worked as a ranger."
cb013,500_OHR_06232022_043.png,Lola de la Riva creating concrete sculpture,Unknown,,1976,1976,"Lola de la Riva creating a round concrete sculpture in the backyard of the Centro de Arte in Long Beach. The sculpture is a recreation of the family mandala that was the art center logo. It was used as a raised patio, where people would gather for events, conversation, and performances. She learned this technique from an international political arts organization that travelled creating large and permanent concrete sculptures for children and performing and sharing Shakespeare's work. Around 1976", de la Riva Family Archive; Chicano; california; Mexican American; Gay; Queer; Lesbian; Osa Hidalgo de la Riva; Centro de Arte; sculpture; Lola de la Riva; Long Beach; mandala; backyard; 1977; 1976,Image;Stillimage,image/png,,500ohr06232022043.png,500ohr06232022043,png,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/500ohr06232022043_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/500ohr06232022043_th.jpg,https://cpmrark.reclaim.hosting/objects/500ohr06232022043.png,Osa Hidalgo de la Riva,,,,Osa Hidalgo de la Riva,n/a,digital image (likely a digital image of a printed photograph),500_OHR_06232022_043,,Unknown,,"Lola de la Riva creating a round concrete sculpture in the backyard of the Centro de Arte in Long Beach. The sculpture is a recreation of the family mandala that was the art center logo. It was used as a raised patio, where people would gather for events, conversation, and performances. She learned this technique from an international political arts organization that travelled creating large and permanent concrete sculptures for children and performing and sharing Shakespeare's work. Around 1976"
cb017,500_OHR_06232022_039.png,Lola de la Riva with Roberto Nevarez,Unknown,,1990s, early 1990s,"Lola de la Riva with her nephew Roberto Nevarez (left), likely in Long Beach in the early 1980s. Roberto had been imprisoned for defending his sister from a sexual attack. While in prison, he was physically abused by a guard and had learned enough law to defend himself successfully in court. Osa and he corresponded while he was in a few different prisons across California and she was completing her PhD at UC Davis (LETTERS TO BE SCANNED). He and his five children were supportive of the family pr", de la Riva Family Archive; Chicano; california; Mexican American; Gay; Queer; Lesbian; Osa Hidalgo de la Riva; Lola de la Riva; Roberto Nevarez; cousin; Long Beach; early 1980s; prison; UC Davis; Me and Mr Mauri,Image;Stillimage,image/png,,500ohr06232022039.png,500ohr06232022039,png,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/500ohr06232022039_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/500ohr06232022039_th.jpg,https://cpmrark.reclaim.hosting/objects/500ohr06232022039.png,Osa Hidalgo de la Riva,,,,Osa Hidalgo de la Riva,unknown,photograph,500_OHR_06232022_039,,Unknown,,"Lola de la Riva with her nephew Roberto Nevarez (left), likely in Long Beach in the early 1980s. Roberto had been imprisoned for defending his sister from a sexual attack. While in prison, he was physically abused by a guard and had learned enough law to defend himself successfully in court. Osa and he corresponded while he was in a few different prisons across California and she was completing her PhD at UC Davis (LETTERS TO BE SCANNED). He and his five children were supportive of the family pr"
cb021,500_OHR_06232022_033.png,Lola holding drawing,Osa Hidalgo de la Riva,,2017,2017,"Lola de la Riva sitting in a wheelchair in front of a bed at Pacific Coast Manner holding a drawing she made of a crying woman, modelled after another resident at Pacific Coast Manor", de la Riva Family Archive; Chicano; california; Mexican American; Gay; Queer; Lesbian; Osa Hidalgo de la Riva; Lola de la Riva; Pacific Coast Manor; drawing; pen and ink; crying; woman; wheelchair; eldercare; Santa Cruz,Image;Stillimage,image/png,,500ohr06232022033.png,500ohr06232022033,png,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/500ohr06232022033_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/500ohr06232022033_th.jpg,https://cpmrark.reclaim.hosting/objects/500ohr06232022033.png,Osa Hidalgo de la Riva,,,,Osa Hidalgo de la Riva,n/a,digital photograph,500_OHR_06232022_033,,Osa Hidalgo de la Riva,,"Lola de la Riva sitting in a wheelchair in front of a bed at Pacific Coast Manner holding a drawing she made of a crying woman, modelled after another resident at Pacific Coast Manor"
cb020,500_OHR_06232022_034.png,Lola holding her painting,Unknown,,2015,2015,"Lola de la Riva holding a painting she made of a woman,", de la Riva Family Archive; Chicano; california; Mexican American; Gay; Queer; Lesbian; Osa Hidalgo de la Riva; Lola de la Riva; acrylic painting; canvas; Hayward; Oakland,Image;Stillimage,image/png,,500ohr06232022034.png,500ohr06232022034,png,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/500ohr06232022034_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/500ohr06232022034_th.jpg,https://cpmrark.reclaim.hosting/objects/500ohr06232022034.png,Osa Hidalgo de la Riva,,,,Osa Hidalgo de la Riva,n/a,digital photograph,500_OHR_06232022_034,,Unknown,,"Lola de la Riva holding a painting she made of a woman,"
cb018,500_OHR_06232022_038.png,"Lola, Osa, Lily de la Riva and JoAnna Galindo",Unknown,,2017,2017,"Lola, Osa, Lily de la Riva with Osa's cousin JoAnna Galindo (on her father's side) at the 40th anniversary celebration of Barrios Unidos Santa Cruz held at the Coconut Grove. Daniel ""Nane"" Alejandres and his wife Jenny started Barrios Unidos and met Lola when they collaborated on a Chicano Art exhibition at UCSC around 1977. It was one of the last events Lola was able to attend publically before her health declined further. JoAnna works for the Catholic Charities of Stockton, does a lot of work", de la Riva Family Archive; Chicano; california; Mexican American; Gay; Queer; Lesbian; Osa Hidalgo de la Riva; JoAnna Galindo; 40th anniversary; Lola de la Riva; Lili de la Riva; Santa Cruz; Barrios Unidos; Coconut Grove; Daniel; UCSC; 1977; art exhibition; Catholic Charities; Stockton; 2017,Image;Stillimage,image/png,,500ohr06232022038.png,500ohr06232022038,png,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/500ohr06232022038_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/500ohr06232022038_th.jpg,https://cpmrark.reclaim.hosting/objects/500ohr06232022038.png,Osa Hidalgo de la Riva,,,,Osa Hidalgo de la Riva,n/a,digital photograph,500_OHR_06232022_038,,Unknown,,"Lola, Osa, Lily de la Riva with Osa's cousin JoAnna Galindo (on her father's side) at the 40th anniversary celebration of Barrios Unidos Santa Cruz held at the Coconut Grove. Daniel ""Nane"" Alejandres and his wife Jenny started Barrios Unidos and met Lola when they collaborated on a Chicano Art exhibition at UCSC around 1977. It was one of the last events Lola was able to attend publically before her health declined further. JoAnna works for the Catholic Charities of Stockton, does a lot of work"
cb026,500_OHR_06102022_028.png,Lonely Howls,Elizabeth Hidalgo de la Riva,,1979,1979,"Pen and ink illustration in a spiral-bound notebook by Liz de la Riva. There is a central animal figure howling in the middle of an empty circle flanked by two tree-like objects on either side. Below the animal is a signature and date which read ""E.M. HIDALGO 1979"" and ""LONELY HOWLS"" title at the bottom of the page.", de la Riva Family Archive; Chicano; california; Mexican American; Gay; Queer; Lesbian; pen and ink drawing; Liz Hidalgo de la Riva; animals; tree; howling; Santa Cruz; 1977; 1978; 1970s; 1979; Elizabeth M. Hidalgo; lonely howls; notebook,Image;Stillimage,image/png,,500ohr06102022028.png,500ohr06102022028,png,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/500ohr06102022028_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/500ohr06102022028_th.jpg,https://cpmrark.reclaim.hosting/objects/500ohr06102022028.png,Osa Hidalgo de la Riva,,,,Osa Hidalgo de la Riva,"8""x10""",ink on paper,500_OHR_06102022_028,,Elizabeth Hidalgo de la Riva,,"Pen and ink illustration in a spiral-bound notebook by Liz de la Riva. There is a central animal figure howling in the middle of an empty circle flanked by two tree-like objects on either side. Below the animal is a signature and date which read ""E.M. HIDALGO 1979"" and ""LONELY HOWLS"" title at the bottom of the page."
cb208,Screen Shot 2015-11-02 at 6.45.40 PM.png,"Los angeles Times ""County Welfare Chief Accused of Being Insensitive to Latins""",Unknown,,1969,1969,Newspaper article about Alicia Escalante leading a protest against insensitive County Welfare Director., 1969; 1960s; Alicia Escalante; Escalante archive; county welfare officer; ruben salazar,Image;Stillimage,image/png,,screenshot20151102at6.45.40pm.png,cb208,,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/cb208_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/cb208_th.jpg,https://cpmrark.reclaim.hosting/objects/cb208.png,N/A,,,,Alicia Escalante,Unknown,Article,1969-Article-LATIMES_Ruben_Salazar_Insensitive_to_Latins.tif,,Unknown,,Newspaper article about Alicia Escalante leading a protest against insensitive County Welfare Director.
cb300,2e1a9f56-9e12-40ab-818f-4aaddb36f557.png,Los Repatriados Letter,Elena Herrada,,2001,2001,"PDF of a letter, written by Elena Herrada, which outlines Los Repatriados oral history project and invites people to participate. It gives historical background on the repatriation of Mexican-Americans and immigrants and recounts Herrada's grandfather's experiences.",elena herrada;  Herrada Archive; Tina and Jasmine; repatriation; Los Repatriados; Walter Ruether Library; Wayne State University; -Boricua Studies; Ford Motor Company; Great Depression; detroit; Michigan; WPA; Detroit Latino History Project; immigration; deportation; 1930's; 2001,Image;Stillimage,image/png,,2e1a9f569e1240ab818f4aaddb36f557.png,2e1a9f569e1240ab818f4aaddb36f557,png,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/2e1a9f569e1240ab818f4aaddb36f557_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/2e1a9f569e1240ab818f4aaddb36f557_th.jpg,https://cpmrark.reclaim.hosting/objects/2e1a9f569e1240ab818f4aaddb36f557.png,,,,,Elena Herrada,"8.5"" x 11""",pdf,101EH_010113_28_a.pdf,,Elena Herrada,,"PDF of a letter, written by Elena Herrada, which outlines Los Repatriados oral history project and invites people to participate. It gives historical background on the repatriation of Mexican-Americans and immigrants and recounts Herrada's grandfather's experiences."
cb286,40607e57-a7e7-439d-ac6c-b8e89982229b.png,Losses of La Huelga Easel Pad,Unknown,,1970s,1970s,"An easel describing some of the fatalities surrounding the 1973 Calexico strike, making note of two men in particular.", Sonia Lopez archive; sonia lopez; poster; educational materials; easel; 1970s; 1973; huelga; strike; Calexico,Image;Stillimage,image/png,,40607e57a7e7439dac6cb8e89982229b.png,40607e57a7e7439dac6cb8e89982229b,png,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/40607e57a7e7439dac6cb8e89982229b_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/40607e57a7e7439dac6cb8e89982229b_th.jpg,https://cpmrark.reclaim.hosting/objects/40607e57a7e7439dac6cb8e89982229b.png,,,,,Sonia Lopez,"30"" x 25""",Educational Materials,DSC_2813.JPG,,Unknown,,"An easel describing some of the fatalities surrounding the 1973 Calexico strike, making note of two men in particular."
cb007,500_OHR_06232022_049.png,Madre Tierra Press excerpt,Osa Hidalgo de la Riva,,1982,1982,"Osa's contribution to the Madre Tierra Press publication lead by Linda Vallejo within the Women's Building in Los Angeles. Osa decided to use the space afforded to you to highlight the owmen in the de la Riva family. The page title reads: ""Las Mujeres de Familia 'de la Riva'"" From left to right, top to bottom the page includes: a photo of Osa in a hat, poem by Osa titled ""Friday the Thirteenth, 1980"", excerpt from Liz's poem ""Primitive and Pro", de la Riva Family Archive; Chicano; california; Mexican American; Gay; Queer; Lesbian; Angela Rubio Dela Riva; Grandma Angie; legal document; seal; Photograph; mid-20th century; portrait; black and white; Inclusivity; Mujerista Principle,Image;Stillimage,image/png,,500ohr06232022049.png,500ohr06232022049,png,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/500ohr06232022049_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/500ohr06232022049_th.jpg,https://cpmrark.reclaim.hosting/objects/500ohr06232022049.png,Osa Hidalgo de la Riva,,,,Osa Hidalgo de la Riva,unknown,book,500_OHR_06232022_049,,Osa Hidalgo de la Riva,,"Osa's contribution to the Madre Tierra Press publication lead by Linda Vallejo within the Women's Building in Los Angeles. Osa decided to use the space afforded to you to highlight the owmen in the de la Riva family. The page title reads: ""Las Mujeres de Familia 'de la Riva'"" From left to right, top to bottom the page includes: a photo of Osa in a hat, poem by Osa titled ""Friday the Thirteenth, 1980"", excerpt from Liz's poem ""Primitive and Pro"
cb036,,"Mama Sappho: Poems con Sabor a Caló, book",Osa Hidalgo de la Riva,,2018,2018,"This collection of poems was Osa's Master's thesis within the English department with an emphasis in Creative Writing from San Francisco State (completed in May of 1980). The forward was written by Angela Davis, who was teaching at SF State. They met because Osa's incarcerated cousin (at Soledad prison) asked her to ask Angela if she could find him a lawyer. The book was published in part because Osa's professional and personal communities (Gina Davis, in particular) were always encouraging her", de la Riva Family Archive; Chicano; california; Mexican American; Gay; Queer; Lesbian; 2018; Joteria Studies; Master's thesis; San Francisco State University; creative writing; Gina Davis; Korima Press; Lorenzo Herrera y Lozano; poetry; Angela Davis; Soledad prison; Osa Hidalgo de la Riva; Mama Sappho,Image;Stillimage,application/pdf,,cb036.pdf,cb036,pdf,,,pdf,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/cb036_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/cb036_th.jpg,https://cpmrark.reclaim.hosting/objects/cb036.pdf,Osa Hidalgo de la Riva,,,,Osa Hidalgo de la Riva,"5""x8""",book,500_OHR_06042022_018,,Osa Hidalgo de la Riva,,"This collection of poems was Osa's Master's thesis within the English department with an emphasis in Creative Writing from San Francisco State (completed in May of 1980). The forward was written by Angela Davis, who was teaching at SF State. They met because Osa's incarcerated cousin (at Soledad prison) asked her to ask Angela if she could find him a lawyer. The book was published in part because Osa's professional and personal communities (Gina Davis, in particular) were always encouraging her"
